window,mae,rmse,mape,mse
393,64.3569903306766,74.84683617481136,0.07527976013823338,5602.048885379051
394,77.56549004671628,92.68779442728018,0.08538041117946342,8591.027235793752
395,96.16570819798764,107.16562461109933,0.10403991113341468,11484.47109828706
396,90.72417021084168,99.49681854178921,0.09674855051732298,9899.61689993773
397,80.84718346304227,91.39829310217654,0.08969397442381544,8353.647981991371
398,83.01174824069463,92.34802335917956,0.0887848737140809,8528.157418347573
399,72.58003587563972,84.63663643736204,0.07755666296338391,7163.360227430201
400,69.66994609899459,78.27109657985322,0.07387620966121765,6126.3645598127105
401,56.32091106972179,62.397934504142086,0.06070880077463472,3893.502230383205
402,50.466736955065734,58.474845127311035,0.055230131879603926,3419.307512663011
403,54.70158594522179,60.22197013399643,0.06055721568480326,3626.685686819958
404,56.553907935508605,60.669167778743486,0.06244605518203986,3680.7479189653263
405,61.5293765373941,69.21041118502308,0.06797967987634591,4790.081016399968
406,61.019421081519226,68.25237824013477,0.0675204840620949,4658.387135434422
407,37.67630105003975,44.662122268163316,0.04442848488128219,1994.7051654963693
408,69.74047328883758,83.89997958163312,0.08303995997533331,7039.206573798453
409,43.06007155667151,62.0812615620291,0.052501536237211634,3854.0830371330712
410,38.802962089584604,56.33802682176903,0.04765486321172505,3173.9732661703665
411,34.95202238754708,48.50139957390051,0.04316068348224528,2352.3857606271563
412,98.53768774914576,108.08056926099204,0.11103760221983817,11681.409451780095
413,39.780575079856575,49.46054230065868,0.04855541513805661,2446.3452446752467
414,42.160950393833495,54.80036890794336,0.05189587600464111,3003.080432446685
415,57.00342080582709,76.64932096199166,0.07174044581051875,5875.118403934413
416,45.441776125934844,64.36726443669477,0.05753997028211453,4143.144731063391
417,43.4548460566143,54.08925229082715,0.05310021852039708,2925.64721338075
418,46.16346981649239,52.57160898452201,0.054708407200902254,2763.7740712214754
419,109.0489714726538,118.90733271205664,0.12225340785302856,14138.953772695737
420,62.8007982948099,68.93469063331983,0.07048558257344653,4751.991572711513
421,58.27813365827613,74.72590948973777,0.07115624334591643,5583.961549068482
422,55.251705828484596,71.00171517433185,0.06750501079149493,5041.2435576969465
423,60.027667474952736,74.16016338227934,0.07310806494073609,5499.729832886364
424,37.59055379473351,45.14223773409521,0.04586289644684123,2037.8216276415694
425,45.0384341321648,53.29404044357701,0.05523744581883237,2840.2547468016223
